team,team_score,opponent,opponent_score,predicted_winner
MIN,29,TB,28,MIN
MIN,36,PHI,23,MIN
MIN,35,LAC,24,MIN
MIN,37,CAR,22,MIN
MIN,28,KC,31,KC
MIN,37,CHI,22,MIN
MIN,20,SF,39,SF
MIN,29,GB,30,GB
MIN,40,ATL,19,MIN
MIN,27,NO,32,NO
MIN,38,DEN,21,MIN
MIN,39,CHI,20,MIN
MIN,42,LV,17,MIN
MIN,37,CIN,22,MIN
MIN,10,DET,49,DET
MIN,15,GB,44,GB
MIN,15,DET,44,DET
