team,team_score,opponent,opponent_score,predicted_winner
KC,31,DET,28,KC
KC,25,JAX,34,JAX
KC,50,CHI,9,KC
KC,54,NYJ,5,KC
KC,29,MIN,30,MIN
KC,33,DEN,26,KC
KC,38,LAC,21,KC
KC,41,DEN,18,KC
KC,17,MIA,42,MIA
KC,30,PHI,29,KC
KC,45,LV,14,KC
KC,44,GB,15,KC
KC,16,BUF,43,BUF
KC,51,NE,8,KC
KC,46,LV,13,KC
KC,40,CIN,19,KC
KC,43,LAC,16,KC
