team,team_score,opponent,opponent_score,predicted_winner
LA,17,SEA,42,SEA
LA,37,SF,22,LA
LA,46,CIN,13,LA
LA,20,IND,39,IND
LA,28,PHI,31,PHI
LA,24,ARI,35,ARI
LA,44,PIT,15,LA
LA,35,DAL,24,LA
LA,43,GB,16,LA
LA,28,SEA,31,SEA
LA,30,ARI,29,LA
LA,42,CLE,17,LA
LA,30,BAL,29,LA
LA,27,WAS,32,WAS
LA,29,NO,30,NO
LA,51,NYG,8,LA
LA,17,SF,42,SF
