team,team_score,opponent,opponent_score,predicted_winner
PIT,22,CIN,35,CIN
PIT,20,NE,39,NE
PIT,19,CLE,40,CLE
PIT,32,NYJ,27,PIT
PIT,18,BUF,41,BUF
PIT,23,TB,36,TB
PIT,18,MIA,41,MIA
PIT,24,PHI,35,PHI
PIT,13,NO,46,NO
PIT,23,CIN,36,CIN
PIT,26,IND,33,IND
PIT,22,ATL,37,ATL
PIT,19,BAL,40,BAL
PIT,24,CAR,35,CAR
PIT,16,LV,43,LV
PIT,22,BAL,37,BAL
PIT,18,CLE,41,CLE
