team,team_score,opponent,opponent_score,predicted_winner
LAC,40,MIA,19,LAC
LAC,45,TEN,14,LAC
LAC,22,MIN,37,MIN
LAC,43,LV,16,LAC
LAC,37,DAL,22,LAC
LAC,19,KC,40,KC
LAC,38,CHI,21,LAC
LAC,49,NYJ,10,LAC
LAC,21,DET,38,DET
LAC,40,GB,19,LAC
LAC,31,BAL,28,LAC
LAC,45,NE,14,LAC
LAC,32,DEN,27,LAC
LAC,46,LV,13,LAC
LAC,19,BUF,40,BUF
LAC,32,DEN,27,LAC
LAC,14,KC,45,KC
