team,team_score,opponent,opponent_score,predicted_winner
NYG,23,DEN,36,DEN
NYG,28,WAS,31,WAS
NYG,40,ATL,19,NYG
NYG,31,NO,28,NYG
NYG,25,DAL,34,DAL
NYG,16,LA,43,LA
NYG,37,CAR,22,NYG
NYG,17,KC,42,KC
NYG,23,LV,36,LV
NYG,14,TB,45,TB
NYG,19,PHI,40,PHI
NYG,23,MIA,36,MIA
NYG,8,LAC,51,LAC
NYG,13,DAL,46,DAL
NYG,18,PHI,41,PHI
NYG,30,CHI,29,NYG
NYG,13,WAS,46,WAS
