team,team_score,opponent,opponent_score,predicted_winner
CIN,35,CLE,24,CIN
CIN,18,BAL,41,BAL
CIN,17,LA,42,LA
CIN,34,TEN,25,CIN
CIN,8,ARI,51,ARI
CIN,15,SEA,44,SEA
CIN,10,SF,49,SF
CIN,10,BUF,49,BUF
CIN,22,HOU,37,HOU
CIN,19,BAL,40,BAL
CIN,28,PIT,31,PIT
CIN,20,JAX,39,JAX
CIN,31,IND,28,CIN
CIN,20,MIN,39,MIN
CIN,24,PIT,35,PIT
CIN,17,KC,42,KC
CIN,31,CLE,28,CIN
