team,team_score,opponent,opponent_score,predicted_winner
DET,26,KC,31,KC
DET,50,SEA,9,DET
DET,42,ATL,17,DET
DET,39,GB,20,DET
DET,44,CAR,15,DET
DET,39,TB,20,DET
DET,39,BAL,20,DET
DET,55,LV,4,DET
DET,39,LAC,20,DET
DET,44,CHI,15,DET
DET,48,GB,11,DET
DET,38,NO,21,DET
DET,56,CHI,3,DET
DET,35,DEN,24,DET
DET,47,MIN,12,DET
DET,25,DAL,34,DAL
DET,38,MIN,21,DET
