team,team_score,opponent,opponent_score,predicted_winner
TEN,17,NO,42,NO
TEN,22,LAC,37,LAC
TEN,28,CLE,31,CLE
TEN,26,CIN,33,CIN
TEN,13,IND,46,IND
TEN,19,BAL,40,BAL
TEN,15,ATL,44,ATL
TEN,39,PIT,20,TEN
TEN,18,TB,41,TB
TEN,14,JAX,45,JAX
TEN,44,CAR,15,TEN
TEN,16,IND,43,IND
TEN,10,MIA,49,MIA
TEN,18,HOU,41,HOU
TEN,22,SEA,37,SEA
TEN,27,HOU,32,HOU
TEN,24,JAX,35,JAX
