team,team_score,opponent,opponent_score,predicted_winner
DEN,25,SEA,32,SEA
DEN,36,PIT,23,DEN
DEN,29,TB,30,TB
DEN,32,NYJ,27,DEN
DEN,30,LV,29,DEN
DEN,36,LAC,23,DEN
DEN,25,NO,34,NO
DEN,38,CAR,21,DEN
DEN,21,BAL,38,BAL
DEN,31,KC,28,DEN
DEN,19,ATL,40,ATL
DEN,44,LV,15,DEN
DEN,48,CLE,11,DEN
DEN,47,IND,12,DEN
DEN,35,LAC,24,DEN
DEN,26,CIN,33,CIN
DEN,26,KC,33,KC
