team,team_score,opponent,opponent_score,predicted_winner
DAL,20,TB,37,TB
DAL,18,CIN,41,CIN
DAL,31,NYG,28,DAL
DAL,23,WAS,36,WAS
DAL,36,LA,23,DAL
DAL,16,PHI,43,PHI
DAL,15,DET,44,DET
DAL,39,CHI,20,DAL
DAL,27,GB,32,GB
DAL,30,MIN,29,DAL
DAL,31,NYG,28,DAL
DAL,41,IND,18,DAL
DAL,50,HOU,9,DAL
DAL,25,JAX,34,JAX
DAL,16,PHI,43,PHI
DAL,44,TEN,15,DAL
DAL,41,WAS,18,DAL
