team,team_score,opponent,opponent_score,predicted_winner
PHI,24,GB,35,GB
PHI,45,ATL,14,PHI
PHI,9,NO,50,NO
PHI,32,TB,27,PHI
PHI,41,CLE,18,PHI
PHI,32,NYG,27,PHI
PHI,18,CIN,41,CIN
PHI,31,JAX,28,PHI
PHI,32,DAL,27,PHI
PHI,14,WAS,45,WAS
PHI,29,LA,30,LA
PHI,7,BAL,52,BAL
PHI,32,CAR,27,PHI
PHI,27,PIT,32,PIT
PHI,15,WAS,44,WAS
PHI,32,DAL,27,PHI
PHI,38,NYG,21,PHI
