team,team_score,opponent,opponent_score,predicted_winner
NYG,27,MIN,32,MIN
NYG,19,WAS,40,WAS
NYG,36,CLE,23,NYG
NYG,26,DAL,33,DAL
NYG,21,SEA,38,SEA
NYG,19,CIN,40,CIN
NYG,30,PHI,29,NYG
NYG,16,PIT,43,PIT
NYG,10,WAS,49,WAS
NYG,28,CAR,31,CAR
NYG,12,TB,47,TB
NYG,27,DAL,32,DAL
NYG,3,NO,56,NO
NYG,10,BAL,49,BAL
NYG,17,ATL,42,ATL
NYG,28,IND,31,IND
NYG,19,PHI,40,PHI
