team,team_score,opponent,opponent_score,predicted_winner
SF,34,DET,25,SF
SF,22,PHI,37,PHI
SF,42,GB,17,SF
SF,19,SEA,40,SEA
SF,19,ARI,40,ARI
SF,17,IND,42,IND
SF,41,CHI,18,SF
SF,20,ARI,39,ARI
SF,19,LA,40,LA
SF,38,JAX,21,SF
SF,14,MIN,45,MIN
SF,35,SEA,24,SF
SF,30,CIN,29,SF
SF,39,ATL,20,SF
SF,34,TEN,25,SF
SF,44,HOU,15,SF
SF,29,LA,30,LA
