team,team_score,opponent,opponent_score,predicted_winner
JAX,43,IND,16,JAX
JAX,31,KC,28,JAX
JAX,30,HOU,29,JAX
JAX,23,ATL,36,ATL
JAX,15,BUF,44,BUF
JAX,22,IND,37,IND
JAX,35,NO,24,JAX
JAX,48,PIT,11,JAX
JAX,20,SF,39,SF
JAX,46,TEN,13,JAX
JAX,26,HOU,33,HOU
JAX,41,CIN,18,JAX
JAX,44,CLE,15,JAX
JAX,22,BAL,37,BAL
JAX,28,TB,31,TB
JAX,44,CAR,15,JAX
JAX,36,TEN,23,JAX
