team,team_score,opponent,opponent_score,predicted_winner
MIN,22,GB,35,GB
MIN,37,PHI,22,MIN
MIN,25,DET,34,DET
MIN,28,NO,31,NO
MIN,37,CHI,22,MIN
MIN,21,MIA,38,MIA
MIN,27,ARI,32,ARI
MIN,28,WAS,31,WAS
MIN,27,BUF,32,BUF
MIN,27,DAL,32,DAL
MIN,33,NE,26,MIN
MIN,27,NYJ,32,NYJ
MIN,16,DET,43,DET
MIN,44,IND,15,MIN
MIN,27,NYG,32,NYG
MIN,31,GB,28,MIN
MIN,36,CHI,23,MIN
