team,team_score,opponent,opponent_score,predicted_winner
GB,38,NO,21,GB
GB,14,DET,45,DET
GB,15,SF,44,SF
GB,41,PIT,18,GB
GB,18,CIN,41,CIN
GB,45,CHI,14,GB
GB,37,WAS,22,GB
GB,12,ARI,47,ARI
GB,16,KC,43,KC
GB,32,SEA,27,GB
GB,13,MIN,46,MIN
GB,16,LA,43,LA
GB,42,CHI,17,GB
GB,33,BAL,26,GB
GB,39,CLE,20,GB
GB,25,MIN,34,MIN
GB,40,DET,19,GB
