team,team_score,opponent,opponent_score,predicted_winner
ATL,32,PIT,27,ATL
ATL,21,PHI,38,PHI
ATL,27,KC,32,KC
ATL,11,NO,48,NO
ATL,24,TB,35,TB
ATL,49,CAR,10,ATL
ATL,28,SEA,31,SEA
ATL,29,TB,30,TB
ATL,52,DAL,7,ATL
ATL,27,NO,32,NO
ATL,38,DEN,21,ATL
ATL,36,LAC,23,ATL
ATL,30,MIN,29,ATL
ATL,41,LV,18,ATL
ATL,46,NYG,13,ATL
ATL,22,WAS,37,WAS
ATL,39,CAR,20,ATL
