team,team_score,opponent,opponent_score,predicted_winner
IND,7,JAX,50,JAX
IND,29,HOU,30,HOU
IND,30,BAL,29,IND
IND,32,LA,27,IND
IND,47,TEN,12,IND
IND,30,JAX,29,IND
IND,43,CLE,16,IND
IND,32,NO,27,IND
IND,43,CAR,16,IND
IND,37,NE,22,IND
IND,15,TB,44,TB
IND,44,TEN,15,IND
IND,30,CIN,29,IND
IND,38,PIT,21,IND
IND,34,ATL,25,IND
IND,46,LV,13,IND
IND,27,HOU,32,HOU
