team,team_score,opponent,opponent_score,predicted_winner
CIN,39,NE,18,CIN
CIN,21,KC,38,KC
CIN,29,WAS,30,WAS
CIN,43,CAR,16,CIN
CIN,30,BAL,29,CIN
CIN,41,NYG,18,CIN
CIN,55,CLE,4,CIN
CIN,39,PHI,20,CIN
CIN,49,LV,10,CIN
CIN,15,BAL,44,BAL
CIN,35,LAC,24,CIN
CIN,34,PIT,25,CIN
CIN,50,DAL,9,CIN
CIN,50,TEN,9,CIN
CIN,42,CLE,17,CIN
CIN,31,DEN,28,CIN
CIN,34,PIT,25,CIN
