team,team_score,opponent,opponent_score,predicted_winner
CHI,12,LA,45,LA
CHI,18,CIN,41,CIN
CHI,12,CLE,47,CLE
CHI,9,DET,50,DET
CHI,19,LV,40,LV
CHI,19,GB,40,GB
CHI,18,TB,41,TB
CHI,16,SF,43,SF
CHI,12,PIT,47,PIT
CHI,4,BAL,55,BAL
CHI,16,DET,43,DET
CHI,12,ARI,47,ARI
CHI,18,GB,41,GB
CHI,18,MIN,41,MIN
CHI,11,SEA,48,SEA
CHI,24,NYG,35,NYG
CHI,18,MIN,41,MIN
