team,team_score,opponent,opponent_score,predicted_winner
PHI,36,NE,23,PHI
PHI,23,MIN,36,MIN
PHI,19,TB,40,TB
PHI,38,WAS,21,PHI
PHI,32,LA,27,PHI
PHI,52,NYJ,7,PHI
PHI,11,MIA,48,MIA
PHI,31,WAS,28,PHI
PHI,39,DAL,20,PHI
PHI,30,KC,29,PHI
PHI,14,BUF,45,BUF
PHI,13,SF,46,SF
PHI,18,DAL,41,DAL
PHI,32,SEA,27,PHI
PHI,48,NYG,11,PHI
PHI,47,ARI,12,PHI
PHI,46,NYG,13,PHI
